"IYR","IMO","RAILROAD","INCDTNO","IYR2","IMO2","RR2","INCDTNO2","IYR3","IMO3","RR3","INCDTNO3","DUMMY1","GXID","YEAR","MONTH","DAY","TIMEHR","TIMEMIN","AMPM","TYPE","CARS","CARSDMG","CARSHZD","EVACUATE","DIVISION","STATION","MILEPOST","STATE","TEMP","VISIBLTY","WEATHER","TRNSPD","TYPSPD","TRNNBR","TRNDIR","TONS","TYPEQ","EQATT","TRKNAME","TRKCLAS","TRKDNSTY","TYPTRK","RRCAR1","CARNBR1","POSITON1","LOADED1","RRCAR2","CARNBR2","POSITON2","LOADED2","HEADEND1","MIDMAN1","MIDREM1","RMAN1","RREM1","HEADEND2","MIDMAN2","MIDREM2","RMAN2","RREM2","LOADF1","LOADP1","EMPTYF1","EMPTYP1","CABOOSE1","LOADF2","LOADP2","EMPTYF2","EMPTYP2","CABOOSE2","EQPDMG","TRKDMG","CAUSE","CAUSE2","CASKLDRR","CASINJRR","CASKLD","CASINJ","ACCAUSE","ACCTRK","ACCTRKCL","HIGHSPD","ACCDMG","DUMMY2","STCNTY","TOTINJ","DUMMY3","TOTKLD","ENGRS","FIREMEN","CONDUCTR","BRAKEMEN","ENGHR","ENGMIN","CDTRHR","CDTRMIN","JOINTCD","REGION","DUMMY4","TYPRR","DUMMY5","RRDIV","METHOD","NARRLEN","DUMMY6","YEAR4","RREMPKLD","RREMPINJ","PASSKLD","PASSINJ","OTHERKLD","OTHERINJ","COUNTY","CNTYCD","ALCOHOL","DRUG","DUMMY7","PASSTRN","SSB1","SSB2","NARR1","NARR2","NARR3","NARR4","NARR5","NARR6","NARR7","NARR8","NARR9","NARR10","NARR11","NARR12","NARR13","NARR14","NARR15","RCL","Latitude","Longitud","SIGNAL","MOPERA","ADJUNCT1","ADJUNCT2","ADJUNCT3",SUBDIV
"23","02","SEPA","SEPA022723","","","","","23","02","SEPA","SEPA022723","","","23","02","27","9","47","PM","13","0","0","0","3","","CHALFONT","5.3","42","35","4","3","000","R","2528","1","0","D","Y","SINGLE TRACK","3","2459.8","1","MU","000455","001","Y","","","000","","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","16564","T404","","0","0","0","0","T404","1","3","000","16564","","42C017","0","000000","0","1","0","2","0","08","06","08","06","1","2","","No","","","","376","","2023","0","0","0","0","0","0","BUCKS","017","","","","Y","CWR","000-000-000","TRAIN 2528 REPORTED OVERHEAD POWER LOSS AT CHALFONT AND ALL PANS WERE DROPPED AND DAMAGED. WIRE TRAI","N WAS NEEDED TO REPAIR SOME WIRE DAMAGES. THERE WERE 3 PASSENGERS ON BOARD WHO WERE EVACUATED TO THE","BALLAST AND THEN HAD TO WALK DOWN AN EMBANKMENT AND THEN TRANSPORTED TO THEIR DESTINATIONS BY POLIC","E AND SUPERVISION. REPAIRS WERE COMPLETE AROUND 4 AM AND POWER WAS RESTORED.","","","","","","","","","","","","0","40.287803","-75.207959","1","1","D","J","","SYSTEM",
"23","02","SEPA","SEPA022023","","","","","23","02","SEPA","SEPA022023","","","23","02","20","11","55","PM","09","0","0","0","10","","MIQUON","10.7","42","35","4","1","045","E","6238","1","0","D","Y","TRACK 2","3","1409.1","1","MU","000457","001","Y","","","000","","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","36672","T404","","0","0","0","0","T404","1","3","045","36672","","42C091","0","000000","0","1","0","2","0","09","07","09","07","1","2","","No","","","","528","","2023","0","0","0","0","0","0","MONTGOMERY","091","","","","Y","CWR","000-000-000","TREE WAS DOWN NORTH OF MIQUON AND WAS FOULING BOTH TRACKS. TRAIN 6238 WAS TRAVELING NB ON TRACK 2 AT","ABOUT 45 MPH WHEN IT CAME IN CONTACT WITH TREE. THE TREE WAS LAYING ON FEEDER WIRES ON TOP OF TRAIN","6238 AND POWER WAS LOST. CATENARY POWER WAS DE-ENERGIZED AND RESCUE BUSES WERE ORDERED. CATENARY WA","S GROUNDED, AND 10 TRAIN PASSENGERS WERE EVACUATED TO BALLAST AND WALKED ABOUT 7 CATENARY POLES TO M","IQUON STATION WHERE THEY BOARDED BUSES. WIRE TRAIN COMPLETED REPAIRS AND DISABLED TRAIN WAS CLEARED","AROUND 4:30 AM. NO INJURIES.","","","","","","","","","","0","40.061086","-75.269109","1","1","D","J","","SYSTEM",
"23","01","NS","152141","","","","","23","01","NS","152141","","","23","01","30","11","0","PM","01","1","1","0","0","","NORTHUMBERLAND","BR255.","42","34","","3","006","E","H43H","1","0","7","Y","TRACK 01","1","5100","2","ELTX","008509","014","Y","","","000","","1","0","0","0","0","0","0","0","0","0","3","0","0","0","0","3","0","0","0","0","88500","0","T204","","0","0","0","0","T204","2","1","006","88500","","42C097","0","000000","0","1","0","1","0","11","45","11","45","1","2","","CL","","","","139","","2023","0","0","0","0","0","0","NORTHUMBERLAND","097","","","","N","OTH","000-000-000","ASSIGNMENT H43.30 PULLED A CUT OF CARS, THE RAIL BROKE UNDER MOVEMENT CAUSING DERAILMENT. SPILLING C","ONTENTS OF CAR ELTX 8509 (PVC PELLETS).","","","","","","","","","","","","","","0","40.899891","-76.821003","2","5","K","","","BUFFALO LINE",
"23","01","NS","151900","","","","","23","01","NS","151900","","","23","01","03","3","0","AM","13","0","0","0","0","","CONWAY","PC023.","42","40","4","3","002","E","HY40","3","0","7","Y","450","1","0000","2","HCBX","001714","001","Y","","","000","","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","4","0","0","8910","28178","H702","","0","0","0","0","H702","2","1","002","37088","","42C007","0","000000","0","1","0","0","0","04","","","","1","2","","CL","","","","177","","2023","0","0","0","0","0","0","BEAVER","007","00","","","N","CWR","000-000-000","NS TRAIN HY40 RAN THROUGH SWITCH WHILE HUMPING IN NORMAL OPERATIONS. TRAIN STOPPED, CAUSING THE SLAC","K TO ROLL BACK  OVER PREVIOUSLY RUN THROUGH SWITCH, CAUSING 5 CARS TO DERAIL.","","","","","","","","","","","","","","3","40.672362","-80.251826","2","5","K","","","KEYSTONE",
"23","01","SEPA","SEPA012523","","","","","23","01","SEPA","SEPA012523","","","23","01","25","5","36","PM","13","0","0","0","0","","HATBORO","00006.","42","34","4","1","000","R","4571","1","0","D","Y","TRACK 2","3","1169.4","1","","","000","","","","000","","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","36479","T404","","0","0","0","0","T404","1","3","000","36479","","42C091","0","000000","0","1","0","1","0","05","07","05","07","1","2","","No","","","","315","","2023","0","0","0","0","0","0","MONTGOMERY","091","","","","Y","CWR","000-000-000","CATENARY POWER WAS LOST ON THE WARMINSTER LINE. TRAIN 4571 WAS STOPPED AT HATBORO STATION AND TRAIN","448 WAS STOPPED AT ARDSLEY STATION. RESCUE BUSES WEREORDERED. A TREE WAS ON THE WIRES NEAR MORELAND","ROAD. TRACK WAS PLACED OUT OF SERVICE BETWEEN LYNN & GROVE SOUTH. REPAIRS WERE COMPLETE AROUND 4:30","AM. NOINJURIES.","","","","","","","","","","","","0","40.175532","-75.10281","1","1","D","J","","SYSTEM",
"23","01","PTO","01072023","","","","","23","01","BNSF","XXXXXXXXX","","","23","01","08","8","2","AM","09","0","0","0","0","","PORTLAND","00002.","41","44","2","2","006","E","LYD1","2","347","7","Y","044","1","","2","DTTX","768824","006","N","","","000","","1","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","1","0","0","0","0","M402","","0","1","0","1","M402","2","1","006","0","","41C051","1","000000","0","1","0","1","1","01","42","01","42","1","8","","No","","","","316","","2023","0","1","0","0","0","0","MULTNOMAH","051","","","","N","","","JOB 152 WAS IN THE PROCESS OF SPOTTING 6 INTERMODAL CARS TO RAMP TRACK 044 AT THE BNSF HUB FACILITY","WHEN A INTERMODAL LIFT/CRANE BACKED UP AND STRUCK THE SIDE OF THE CONSIST DERAILING THE T>-END OF TH","E DTTX 768824. THE SWITCHMAN THAT WAS RIDING THE CAR THAT WAS STRUCK JUMPED OFF THE CAR AND SUSTAINE","D A KNEE INJURY.","","","","","","","","","","","","0","45.533511","-122.723611","2","5","","","","FALLSBRIDGE",
"23","02","PNWR","PNW336923D","","","","","23","02","PNWR","PNW336923D","","","23","02","23","9","15","PM","01","0","0","0","0","","CORVALLIS","700.2","41","23","4","2","024","R","75","4","3252","1","Y","SINGLE MAIN TRACK","2","6.14","1","GPWX","001110","002","Y","","","000","","5","0","0","0","0","0","0","0","0","0","26","0","0","0","0","9","0","0","0","0","87150","41081","T220","","0","0","0","0","T220","1","2","024","128231","","41C003","0","000000","0","1","0","1","0","02","15","02","15","1","8","","Cl","","","","188","","2023","0","0","0","0","0","0","BENTON","003","","","","N","CWR","000-000-000","A TRAIN WAS TRAVELING WESTBOUND ON THE MAIN TRACK DERAILED NINE (9) CARS ALL ON THEIR SIDE. THE INVE","STIGATION REVEALED THE CAUSE OF THE DERAILMENT WAS DUE A A BROKEN RAIL COMPOUND FISSURE.","","","","","","","","","","","","","","0","44.599674","-123.235191","2","2","P","N","","TOLEDO",
"23","02","PNWR","PNW324523R","","","","","23","02","GPAJ","INDUSTRY","","","23","02","10","6","45","AM","01","0","0","0","0","","TOLEDO","765","41","46","4","2","004","R","76","3","2396","1","Y","GP TOLEDO","X","","4","PNWR","000102","003","N","","","000","","6","0","0","0","0","4","0","0","0","0","21","0","0","0","0","0","0","0","0","0","4337","10000","T314","","0","0","0","0","T314","4","X","004","14337","","41C041","0","000000","0","1","0","1","0","02","40","02","40","1","8","","Cl","","","","398","","2023","0","0","0","0","0","0","LINCOLN","041","","","","N","OTH","000-000-000","A TRAIN CREW WAS PULLING A CUT OF CARS OUT OF AN INDUSTRY WHEN THE ENGINEER FELT THE TRAIN DERAIL. D","URING THE DERAILMENT ONE OF THE LOCOMOTIVES FUEL TANK WAS RUPTURED CAUSING A RELEASE OF APPROXIMATEL","Y 2000 GALLONS. A TOTAL OF FOUR (4) LOCOMOTIVES DERAILED AND ARE UPRIGHT. NOTIFICATIONS WERE MADE TO","NRC AND STATE DEQ AND ENVIRONMENTAL CONTRACTORS ARE RESPONDING TO SCENE FOR CLEANUP AND DISPOSAL.","","","","","","","","","","","","0","44.612401","-123.931135","2","5","K","","","TOLEDO",
"23","02","BNSF","HL0223103","","","","","23","02","CFI","INDUSTRY","","","23","02","03","8","55","AM","01","0","0","0","0","","CLAREMORE","406.0","40","23","1","1","004","E","RHLA","3","6720","1","Y","6701","1","0","4","UTLX","302758","024","Y","","","000","","1","0","0","0","0","0","0","0","0","0","56","0","0","0","0","4","0","0","0","0","107520","14000","T110","","0","0","0","0","T110","4","1","004","121520","","40C131","0","000000","0","1","0","1","1","07","25","07","25","1","5","","CL","","","","161","","2023","0","0","0","0","0","0","ROGERS","131","","","","N","OTH","000-000-000","R-HLA4661-03I WAS PERFORMING A PULL OUT MOVE ON INDUSTRY TRACK AND DERAILED 4 RAILCARS DUE TO WIDE G","AUGE. INDUSTRY HAD $14,000 IN TRACK COST. NO HAZMAT RELEASED.","","","","","","","","","","","","","","0","36.232089","-95.714397","2","5","K","","","CHEROKEE",
"23","02","SLWC","230224004","","","","","23","02","SLWC","230224004","","","23","02","24","5","45","AM","01","0","0","0","0","","CYRIL","604.7","40","27","1","1","008","R","101","3","3973","1","Y","7201","1","","2","WAMX","004129","003","N","","","000","","4","0","0","0","0","2","0","0","0","0","32","0","1","0","0","5","0","0","0","0","16013","60000","T110","","0","0","0","0","T110","2","1","008","76013","","40C015","0","000000","0","1","0","1","0","01","45","01","45","1","5","","Cl","","","","487","","2023","0","0","0","0","0","0","CADDO","015","","","","N","OTH","000-000-000","AT APPROXIMATELY 0545 ON 2/24/23 THE SLWC 101 DERAILED WHILE PULLING EASTBOUND OUT OF TRACK 7201 IN","CYRIL. UPON INSPECTION THE CREW DISCOVERED THEIR HEAD 5 CARS AND REAR 2 LOCOMOTIVES HAD DERAILED WIT","H THE TWO LOCOMOTIVES LEAKING FUEL FROM THE TANKS.  WATCO ENVIRONMENTAL WAS CONTACTED FOR ASSISTANCE","AND CONTRACTORS WERE DISPATCHED FOR DERAILMENT AND DIESEL SPILL CLEANUP.  NRC REPORT FILED. OKLAHOM","A DEQ NOTIFIED. SLWC INVESTIGATION DETERMINED CAUSE TO BE RELATED TO BE TIE CONDITIONS.","","","","","","","","","","","0","34.897686","-98.195285","2","5","K","","","LAWTON",
"23","02","UP","0223ES016","","","","","23","02","UP","0223ES016","","","23","02","09","9","30","AM","01","0","0","0","0","","KIOWA","582.84","40","39","2","1","010","E","","2","0","6","Y","YARD 741","1","","3","UP","925380","001","N","","","000","","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","0","0","30159","3800","H021","","0","0","0","0","H021","3","1","010","33959","","40C121","0","000000","0","4","0","0","0","02","30","","","1","5","","CL","","","","767","","2023","0","0","0","0","0","0","PITTSBURG","121","00","00","","N","OTH","000-000-000","EMPLOYEE SET HAND BRAKE ON THE UP925380 A EMPTY TIE GONDOLA CAR WITH TRACKER TMDS7788 ON TOP OF CAR","IN FULL SQUAT POSITION. AFTER SETTING HANDBRAKE THE GANG CUT THE BRANDT TRUCK MW85275 AWAY FROM THE","UP925380, AT THIS TIME RAIL CAR STARTED ROLLING SOUTH AND RAN OVER THE SOUTH DERAIL OF THE KIOWA HOU","SE TRACK 741, THIS CAUSED THE UP925380 TO DERAIL. GANG THEN KNUCKLED THE BRANDT BACK UP TO THE CAR A","ND WAS GOING TO OFF LOAD THE TRACKER ONTO THE BED OF THE BRANDT TRUCK TO HELP WITH THE RERAILING PRO","CESS. ONCE EMPLOYEE RAISED THE TRACKER OUT OF THE SQUAT POSITION AND CLAMPED THE CAR THERE WAS A 3 T","O 6 SECOND PAUSE THEN THE CAR STARTED LAYING OVER TO EAST OR RIGHT-HAND SIDE OR THE FIELD SIDE OF KI","OWA HOUSE TRACK 741. EMPLOYEE REPORTED SORENESS INRIBS AS A RESULT.","","","","","","","","0","34.720122","-95.906971","2","5","","","","CHOCTAW SUB",
"23","02","BNSF","RD0223115","","","","","23","02","BNSF","RD0223115","","","23","02","17","10","30","PM","01","11","1","0","0","","ENID","542.7","40","25","4","1","011","E","HBAR","3","4721","1","Y","MAIN 2 TRACK","4","17.87","1","CTTX","690102","011","Y","","","000","","2","0","0","0","0","0","0","0","0","0","25","0","59","0","0","4","0","1","0","0","269708","373627","H318","","0","0","0","0","H318","1","4","011","698633","","40C047","0","000000","0","1","0","1","0","03","59","03","59","3","5","","CL","","","","146","","2023","0","0","0","0","0","0","GARFIELD","047","","","","N","CWR","000-000-000","Y-ENI2011-17A IMPACTED THE DEPARTING H-BARTUL9-15A ON MAIN 2 DERAILED 6 RAILCARS DUE TO KICKING CARS",", INADEQUATE PRECAUTIONS . NO HAZMAT RELEASED.","","","","","","","","","","","","","","0","36.41112","-97.845017","1","1","Q","","","AVARD",
"23","01","BNSF","RD0123114","","","","","23","01","BNSF","RD0123114","","","23","01","20","3","6","AM","01","0","0","0","0","","TULSA","425.5","40","30","4","1","005","R","HNYF","2","0","8","Y","1004","1","0","2","BNSF","002528","006","","","","000","","6","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","529999","35500","H307","","0","0","0","0","H307","2","1","009","990636","","40C143","0","000000","0","1","0","1","0","11","16","11","16","1","5","","CL","","","","275","","2023","0","0","0","0","0","0","TULSA","143","00","00","","N","OTH","","Y-TUL3041-19-A WAS SHOVING INTO YARD WHEN THEY STRUCK THE REAR LOCOMOTIVE OF THE H-NYFTUL1-19A CAUSI","NG 7 RAILCARS TO DERAILED FROM THE Y-TUL3041-19A AND 3 LOCOMOTIVES DERAILED FROM THE H-NYFTUL1-19A D","UE TO FAILURE TO CONTROL SHOVE. APPROXIMATELY 400GALLONS OF DIESEL SPILLED.","","","","","","","","","","","","","0","36.132242","-96.009902","2","5","K","","","CREEK",
"23","01","BNSF","RD0123114","","","","","23","01","BNSF","RD0123114","","","23","01","20","3","6","AM","01","4","4","0","0","","TULSA","425.5","40","30","4","1","009","R","YTUL","2","4213","7","Y","1004","1","0","2","SHPX","224013","069","N","","","000","","2","0","0","0","0","0","0","0","0","0","26","0","41","0","0","1","0","6","0","0","425137","0","H307","","0","0","0","0","H307","2","1","009","990636","","40C143","0","000000","0","1","0","1","1","03","10","03","10","3","5","","CL","","","","275","","2023","0","0","0","0","0","0","TULSA","143","00","00","","N","OTH","000-000-000","Y-TUL3041-19-A WAS SHOVING INTO YARD WHEN THEY STRUCK THE REAR LOCOMOTIVE OF THE H-NYFTUL1-19A CAUSI","NG 7 RAILCARS TO DERAILED FROM THE Y-TUL3041-19A AND 3 LOCOMOTIVES DERAILED FROM THE H-NYFTUL1-19A D","UE TO FAILURE TO CONTROL SHOVE. APPROXIMATELY 400GALLONS OF DIESEL SPILLED.","","","","","","","","","","","","","0","36.132242","-96.009902","2","5","K","","","CREEK",
"23","01","BNSF","RD0123116","","","","","23","01","BNSF","RD0123116","","","23","01","23","9","4","AM","01","0","0","0","0","","ENID","543.0","40","35","2","1","006","R","GENI","3","15297","1","Y","8316","1","0","2","BNSF","488588","022","Y","","","000","","1","0","0","0","0","0","0","0","0","0","116","0","1","0","0","9","0","0","0","0","550604","109000","M505","","0","0","0","0","M505","2","1","006","659604","","40C047","0","000000","0","1","0","1","0","08","19","08","19","1","5","","CL","","","","135","","2023","0","0","0","0","0","0","GARFIELD","047","","","","N","OTH","000-000-000","G-ENICPA9-21A WAS PULLING RAILCARS FROM INDUSTRY TRACK AND DERAILED 9 RAILCARS. CAUSE IS STILL UNDER","INVESTIGATION. NO HAZMAT RELEASED.","","","","","","","","","","","","","","0","36.420852","-97.85462","2","5","K","","","AVARD",
"23","02","SLWC","230201008","","","","","23","02","SLWC","230201008","","","23","02","01","9","30","PM","01","0","0","0","0","","LAWTON","637.5","40","30","4","5","007","R","201","4","1804","1","Y","7601","1","","2","TBOX","663122","014","N","","","000","","3","0","0","0","0","0","0","0","0","0","12","0","8","0","0","2","0","6","0","0","0","0","T113","T110","0","0","0","0","T113","2","1","007","0","","40C031","0","000000","0","1","0","1","0","05","","05","","1","5","","Cl","","","","359","","2023","0","0","0","0","0","0","COMANCHE","031","","","","N","OTH","000-000-000","ON 2/1/23 AT APPROX 2130 THE SLWC 201 NOTIFIED MANAGEMENT THAT THEY EXPERIENCED A DERAILMENT ON THE","WEST END OF THE YARD LEAD AT EAGLE YARD IN LAWTON, OK.  SLWC MANAGEMENT RESPONDED TO FIND 7 CARS DER","AILED, ALL UPRIGHT.  POINT OF DERAILMENT WAS LOCATED AND CAUSE DETERMINED TO BE WIDE GAUGE CAUSED BY","CURVED WORN RAIL COMBINED WITH TIE AND SURFACE CONDITIONS.","","","","","","","","","","","","0","34.606911","-98.525813","2","5","K","","","LAWTON",
"23","02","SLWC","230212001","","","","","23","02","SLWC","230212001","","","23","02","12","1","30","PM","01","2","2","0","0","","TUTTLE","568.2","40","63","2","1","004","E","201","4","1340","1","Y","7001 BRAINERD CHEMIC","1","","4","TTZX","864890","008","N","","","000","","4","0","0","0","0","0","0","0","0","0","9","0","6","0","0","2","0","5","0","0","36000","7348","T111","","0","0","0","0","T111","4","1","004","43348","","40C051","0","000000","0","1","0","1","0","06","30","06","30","1","5","","Cl","","","","477","","2023","0","0","0","0","0","0","GRADY","051","","","","N","OTH","000-000-000","AT APPROX 1330 ON 2/12/23 THE SLWC 201 CALLED MANAGEMENT TO REPORT THAT THEY DERAILED WHILE PULLING","OUT OF BRAINERD.   SLWC MANAGEMENT RESPONDED TO FIND A TOTAL OF 7 CARS DERAILED.  5 EMPTIES AND 2 LO","ADS.  INVESTIGATION FOUND THAT 4 CAR LENGTHS SOUTH OF WHERE THE COUPLING WAS MADE IN THE CUSTOMER'S","FACILITY THE GAUGE SPREAD ALLOWING A WHEEL OFF THE TTZX 864890 TO DROP IN.  WHEN THE CREW PULLED OUT","OF THE FACILITY THE RAIL BEGAN TO ROLL CAUSING THE REMAINING CARS TO DERAIL.","","","","","","","","","","","0","35.218844","-97.854547","2","5","","","","LAWTON",
"23","02","NS","152207","","","","","23","02","NS","152207","","","23","02","03","8","54","PM","01","20","13","8","2100","","EAST PALESTINE","PC049.","39","10","","1","042","R","32NB","3","17955","1","Y","DOUBLE MAIN 2","3","0055","1","","","000","","","","000","","2","0","1","0","0","2","0","2","0","0","140","0","10","0","0","47","0","3","0","0","3389133","581068","M505","","0","0","0","0","M505","1","3","042","3970201","","39C029","0","000000","0","1","0","2","0","07","39","07","39","1","2","","CL","","","","479","","2023","0","0","0","0","0","0","COLUMBIANA","029","00","00","","N","CWR","000-000-000","NS TRAIN 32NB101 TRAVELING DERAILED SEVERAL CARS. THE DERAILMENT INVOLVED A SIGNIFICANT FIRE, 128296","0 LB OF HAZ-MAT RELEASED. NUMBER OF EVACUEES ESTIMATED PENDING ACCURATE COUNT.  HAZ MAT RELEASES TIL","X 402025 178300 LB VINYL CHLORIDE, GATX 95098 178150 LB VINYL CHLORIDE, OCPX 80235 177250 LB VINYL C","HLORIDE, OCPX 80179 177600 LB VINYL CHLORIDE, OCPX 80370 176100 LB VINYL CHLORIDE, UTLX 205907 18000","0 LB BUTYL ACRYLATE, SHPX 211226 185750 LB ETHER, DOWX 73168 188300 LB ACRYLATE","","","","","","","","","","","0","40.835793","-80.526399","1","1","A","","","KEYSTONE",
"23","02","WE","230013","","","","","23","02","WE","230013","","","23","02","09","6","25","PM","11","0","0","0","0","","BLOOMINGDALE","102","39","67","3","2","024","E","266-","3","2620","1","Y","MAIN","3","6.89","1","WE","006982","001","N","WE","006982","001","N","1","0","0","0","0","0","0","0","0","0","16","0","18","0","0","0","0","0","0","0","39171","0","E74L","","0","0","0","0","E74L","1","3","024","39171","","39C081","0","000000","0","1","0","1","0","02","40","02","40","1","2","","Cl","","","","72","","2023","0","0","0","0","0","0","JEFFERSON","081","","","","N","CWR","000-000-000","WE 6982 SUSTAINED A FIRE WHEN THE D-14 COMPANION ALTERNATOR SHORTED OUT.","","","","","","","","","","","","","","","0","40.300859","-80.79149","2","2","P","","","ROOK",
"23","02","NS","152265","","","","","23","02","NS","152265","","","23","02","10","9","38","AM","01","7","0","0","0","","PORTSMOUTH","N605.0","39","48","","2","005","R","UP03","3","0","7","Y","FLAT YARD 05","1","0045","2","RBOX","034001","017","N","","","000","","1","0","0","0","0","0","0","0","0","0","12","0","38","0","0","2","0","3","0","0","11000","7500","H508","","0","0","0","0","H508","2","1","005","18500","","39C145","0","000000","0","1","0","1","0","03","48","03","48","1","2","","CL","","","","70","","2023","0","0","0","0","0","0","SCIOTO","145","","","","N","CWR","000-000-000","NS UP03 CREW SWITCHING, DERAILED 5 CARS DUE TO IMPROPER TRAIN MAKE-UP.","","","","","","","","","","","","","","","0","38.736826","-82.957246","2","5","K","","","KENOVA",
"23","02","NS","152267","","","","","23","02","NS","152267","","","23","02","11","1","25","AM","04","0","0","0","0","","BELLEVUE","B244.0","39","23","","1","003","E","DE41","4","0","6","N","MIDDLE LEAD TRACK","1","0000","2","","","000","","","","000","","1","0","0","0","0","0","0","0","0","0","13","0","28","0","0","0","0","0","0","0","16493","24000","M408","","0","0","0","0","M408","2","1","003","40493","","39C043","0","000000","0","1","0","0","0","03","30","","","1","2","","CL","","","","427","","2023","0","0","0","0","0","0","ERIE","043","","","","N","OTH","000-000-000","DURING TRIMMING OPERATIONS, HUMPASSIGNMENT DE41 SHOVED 33 CARS (4,597 TONS, 1,908 FEET) INTO CT26 IN","THE NORTH CLASS YARD, WHICH CONTAINED 6 CARS WITH 3 SECURED HANDBRAKES IN THE TRACK.  AFTER UNCOUPL","ING, THE CUT OF CARS WAS ALLOWED TO ROLL FREELY WEST 200' TO COUPLE TO THE STANDING 6 CAR SECURED CU","T STANDING IN CT26 RESULTING IN A PUNCH OUT FROM CT26 AND RAKING COLLISION WITH CARS BEING PULLED FR","OM CT23 ON THE MIDDLE LEAD.","","","","","","","","","","","0","41.295824","-82.770527","2","5","K","","","BELLEVUE TERMINAL",
